name,year_period,year,recclass,continent,country,mass_cleaned,mass_bin,recclass_clean,fall,reclat,reclong
Doroninsk,19th Century,1805.0,H5-7,Europe,Russia,3891.0,1-10kg,H5,Fell,51.2,112.3
Dosso,20th Century,1962.0,L6,Africa,Niger,1250.0,1-10kg,L6,Fell,13.05,3.16667
Douar Mghila,20th Century,1932.0,LL6,Africa,Morocco,1161.0,1-10kg,L6,Fell,32.33333,-6.3
Dowa,20th Century,1976.0,Stone-uncl,Africa,Malawi,642.0,100-1kg,OTHER,Fell,-13.66667,33.91667
Drake Creek,19th Century,1827.0,L6,North America,United States of America,5000.0,1-10kg,L6,Fell,36.4,-86.5
Dresden (Ontario),20th Century,1939.0,H6,North America,Canada,47700.0,>10kg,H6,Fell,42.52,-82.26
Dunbogan,20th Century,1999.0,L6,Oceania,Australia,30.0,10-100g,L6,Fell,-31.66667,152.83333
Dundrum,19th Century,1865.0,H5,Europe,Ireland,2270.0,1-10kg,H5,Fell,52.55,-8.03333
Dunhua,20th Century,1976.0,Stone-uncl,Asia,China,32.6,10-100g,OTHER,Fell,43.33333,128.25
Durala,19th Century,1815.0,L6,Asia,India,13200.0,>10kg,L6,Fell,30.3,76.63333
Duruma,19th Century,1853.0,L6,Africa,Kenya,577.0,100-1kg,L6,Fell,-4.0,39.5
Dwaleni,20th Century,1970.0,H4-6,Africa,eSwatini,3230.0,1-10kg,H4,Fell,-27.2,31.31667
Dyalpur,19th Century,1872.0,Ureilite,Asia,India,300.0,100-1kg,ACHONDRITE,Fell,26.25,82.0
Eagle,20th Century,1947.0,EL6,North America,United States of America,10000.0,1-10kg,L6,Fell,40.78167,-96.47167
Ehole,20th Century,1961.0,H5,Africa,Angola,2400.0,1-10kg,H5,Fell,-17.3,15.83333
Eichstädt,Ancient,1785.0,H5,Europe,Germany,3000.0,1-10kg,H5,Fell,48.9,11.21667
Ekeby,20th Century,1939.0,H4,Europe,Sweden,3336.0,1-10kg,H4,Fell,56.03333,13.0
Ekh Khera,20th Century,1916.0,H6,Asia,India,840.0,100-1kg,H6,Fell,28.26667,78.78333
El Idrissia,20th Century,1989.0,L6,Africa,Algeria,10000.0,1-10kg,L6,Fell,34.41667,3.25
El Paso de Aguila,20th Century,1977.0,H5,North America,Mexico,17226.0,>10kg,H5,Fell,25.37,-97.37
El Tigre,20th Century,1993.0,L6,North America,Mexico,5000.0,1-10kg,L6,Fell,19.96722,-103.05167
Elbert,20th Century,1998.0,LL6,North America,United States of America,680.5,100-1kg,L6,Fell,39.24667,-104.58817
Elbogen,Ancient,1399.0,"Iron, IID",Europe,Czechia,50369.99999999971,>10kg,IRON,Fell,50.18333,12.73333
Elenovka,20th Century,1951.0,L5,Europe,Ukraine,50369.99999999971,>10kg,L5,Fell,47.83333,37.66667
Ellemeet,20th Century,1925.0,Diogenite,Europe,Netherlands,1470.0,1-10kg,ACHONDRITE,Fell,51.75,4.0
Emmaville,20th Century,1900.0,Eucrite-mmict,Oceania,Australia,127.0,100-1kg,ACHONDRITE,Fell,-29.46667,151.61667
Enshi,20th Century,1974.0,H5,Asia,China,8000.0,1-10kg,H5,Fell,30.3,109.5
Ensisheim,Ancient,1491.0,LL6,Europe,France,50369.99999999971,>10kg,L6,Fell,47.86667,7.35
Épinal,19th Century,1822.0,H5,Europe,France,277.0,100-1kg,H5,Fell,48.18333,6.46667
Erakot,20th Century,1940.0,CM2,Asia,India,113.0,100-1kg,CARBONACEOUS,Fell,19.03333,81.89167
Erevan,20th Century,1911.0,Howardite,Asia,Armenia,107.2,100-1kg,OTHER,Fell,40.3,44.5
Ergheo,19th Century,1889.0,L5,Africa,Somalia,20000.0,>10kg,L5,Fell,1.16667,44.16667
Erxleben,19th Century,1812.0,H6,Europe,Germany,2250.0,1-10kg,H6,Fell,52.21667,11.25
Esnandes,19th Century,1837.0,L6,Europe,France,1500.0,1-10kg,L6,Fell,46.25,-1.1
Essebi,20th Century,1957.0,C2-ung,Africa,Uganda,500.0,100-1kg,OTHER,Fell,2.88333,30.83333
Estherville,19th Century,1879.0,Mesosiderite-A3/4,North America,United States of America,50369.99999999971,>10kg,OTHER,Fell,43.41667,-94.83333
Farmington,19th Century,1890.0,L5,North America,United States of America,50369.99999999971,>10kg,L5,Fell,39.75,-97.03333
Farmville,20th Century,1934.0,H4,North America,United States of America,50369.99999999971,>10kg,H4,Fell,35.55,-77.53333
Favars,19th Century,1844.0,H5,Europe,France,1500.0,1-10kg,H5,Fell,44.38333,2.81667
Fayetteville,20th Century,1934.0,H4,North America,United States of America,2360.0,1-10kg,H4,Fell,36.05,-94.16667
Feid Chair,19th Century,1875.0,H4,Africa,Tunisia,380.0,100-1kg,H4,Fell,36.88333,8.45
Felix,20th Century,1900.0,CO3.3,North America,United States of America,3200.0,1-10kg,CARBONACEOUS,Fell,32.53333,-87.16667
Fenghsien-Ku,20th Century,1924.0,H5,Asia,China,82.0,10-100g,H5,Fell,34.6,116.75
Ferguson,19th Century,1889.0,OC,North America,United States of America,220.0,100-1kg,OTHER,Fell,36.1,-81.41667
Fermo,20th Century,1996.0,H3-5,Europe,Italy,10200.0,>10kg,H3,Fell,43.18111,13.75333
Fisher,19th Century,1894.0,L6,North America,United States of America,17600.0,>10kg,L6,Fell,47.81667,-96.85
Florence,20th Century,1922.0,H3,North America,United States of America,3640.0,1-10kg,H3,Fell,30.83333,-97.76667
Forest City,19th Century,1890.0,H5,North America,United States of America,50369.99999999971,>10kg,H5,Fell,43.25,-93.66667
Forest Vale,20th Century,1942.0,H4,Oceania,Australia,26000.0,>10kg,H4,Fell,-33.35,146.85833
Forksville,20th Century,1924.0,L6,North America,United States of America,6067.0,1-10kg,L6,Fell,36.78333,-78.08333
Forsbach,20th Century,1900.0,H6,Europe,Germany,240.0,100-1kg,H6,Fell,50.95,7.31667
Forsyth,19th Century,1829.0,L6,North America,United States of America,16300.0,>10kg,L6,Fell,33.01667,-83.96667
Fort Flatters,20th Century,1944.0,Stone-uncl,Africa,Algeria,32.6,10-100g,OTHER,Fell,28.25,7.0
Frankfort (stone),19th Century,1868.0,Howardite,North America,United States of America,650.0,100-1kg,OTHER,Fell,34.48333,-87.83333
Fuhe,20th Century,1945.0,L5,Asia,China,23000.0,>10kg,L5,Fell,31.47556,113.56694
Fukutomi,19th Century,1882.0,L5,Asia,Japan,11620.0,>10kg,L5,Fell,33.18333,130.2
Futtehpur,19th Century,1822.0,L6,Asia,India,4000.0,1-10kg,L6,Fell,25.95,80.81667
Fuyang,20th Century,1977.0,Stone-uncl,Asia,China,2500.0,1-10kg,OTHER,Fell,32.9,115.9
Galapian,19th Century,1826.0,H6,Europe,France,132.7,100-1kg,H6,Fell,44.3,0.4
Galim (a),20th Century,1952.0,LL6,Africa,Cameroon,36.1,10-100g,L6,Fell,7.05,12.43333
Galim (b),20th Century,1952.0,EH3/4-an,Africa,Cameroon,28.0,10-100g,H3,Fell,7.05,12.43333
Galkiv,20th Century,1995.0,H4,Europe,Ukraine,5000.0,1-10kg,H4,Fell,51.68333,30.78333
Gambat,19th Century,1897.0,L6,Asia,Pakistan,6400.0,1-10kg,L6,Fell,27.35,68.53333
Gao-Guenie,20th Century,1960.0,H5,Africa,Burkina Faso,32.6,10-100g,H5,Fell,11.65,-2.18333
Garhi Yasin,20th Century,1917.0,"Iron, IIE",Asia,Pakistan,380.0,100-1kg,IRON,Fell,27.88333,68.53333
Garland,20th Century,1950.0,Diogenite-pm,North America,United States of America,102.0,100-1kg,ACHONDRITE,Fell,41.68333,-112.13333
Gashua,20th Century,1984.0,L6,Africa,Nigeria,4162.0,1-10kg,L6,Fell,12.85,11.03333
Gasseltepaoua,21st Century,2000.0,H5,Africa,Burkina Faso,32.6,10-100g,H5,Fell,14.15083,-2.04167
Geidam,20th Century,1950.0,H5,Africa,Nigeria,725.0,100-1kg,H5,Fell,12.91667,11.91667
Gifu,20th Century,1909.0,L6,Asia,Japan,14290.0,>10kg,L6,Fell,35.53333,136.88333
Girgenti,19th Century,1853.0,L6,Europe,Italy,18000.0,>10kg,L6,Fell,37.31667,13.56667
Git-Git,20th Century,1947.0,L6,Africa,Nigeria,480.0,100-1kg,L6,Fell,9.6,9.91667
Glanerbrug,20th Century,1990.0,L/LL5,Europe,Germany,670.0,100-1kg,L5,Fell,52.2,6.86667
Glanggang,20th Century,1939.0,H5-6,Asia,Indonesia,1303.0,1-10kg,H5,Fell,-7.25,107.7
Glasatovo,20th Century,1918.0,H4,Europe,Russia,50369.99999999971,>10kg,H4,Fell,57.35,37.61667
Glatton,20th Century,1991.0,L6,Europe,United Kingdom,767.0,100-1kg,L6,Fell,52.45972,-0.3
Gnadenfrei,19th Century,1879.0,H5,Europe,Poland,1750.0,1-10kg,H5,Fell,50.66667,16.76667
Gopalpur,19th Century,1865.0,H6,Asia,Bangladesh,1600.0,1-10kg,H6,Fell,24.23333,89.05
Gorlovka,20th Century,1974.0,H3.7,Europe,Ukraine,3618.0,1-10kg,H3,Fell,48.28333,38.08333
Granes,20th Century,1964.0,L6,Europe,France,9000.0,1-10kg,L6,Fell,42.9,2.25
Grefsheim,20th Century,1976.0,L5,Europe,Norway,45.5,10-100g,L5,Fell,60.66667,11.0
Grimsby,21st Century,2009.0,H5,North America,Canada,215.0,100-1kg,H5,Fell,43.2,-79.61667
Grosnaja,19th Century,1861.0,CV3,Europe,Russia,3500.0,1-10kg,CARBONACEOUS,Fell,43.66667,45.38333
Gross-Divina,19th Century,1837.0,H5,Europe,Slovakia,10500.0,>10kg,H5,Fell,49.26667,18.71667
Grossliebenthal,19th Century,1881.0,L6,Europe,Ukraine,8000.0,1-10kg,L6,Fell,46.35,30.58333
Grüneberg,19th Century,1841.0,H4,Europe,Poland,1000.0,100-1kg,H4,Fell,51.93333,15.5
Grzempach,20th Century,1910.0,H5,Europe,Poland,690.0,100-1kg,H5,Fell,52.86667,16.63333
Gualeguaychú,20th Century,1932.0,H6,South America,Argentina,22000.0,>10kg,H6,Fell,-33.0,-58.61667
Guangmingshan,20th Century,1996.0,H5,Asia,China,2910.0,1-10kg,H5,Fell,39.80417,122.76389
Guangnan,20th Century,1983.0,L6,Asia,China,32.6,10-100g,L6,Fell,24.1,105.0
Guangrao,20th Century,1980.0,L6,Asia,China,1900.0,1-10kg,L6,Fell,37.1,118.4
Guareña,19th Century,1892.0,H6,Europe,Spain,39000.0,>10kg,H6,Fell,38.73333,-6.01667
Guêa,19th Century,1891.0,Stone-uncl,Europe,Republic of Serbia,1915.0,1-10kg,OTHER,Fell,43.76667,20.23333
Guibga,20th Century,1972.0,L5,Africa,Burkina Faso,288.0,100-1kg,L5,Fell,13.5,-0.68333
Guidder,20th Century,1949.0,LL5,Africa,Cameroon,968.0,100-1kg,L5,Fell,9.91667,13.98333
Gujargaon,20th Century,1982.0,H5,Asia,India,2449.0,1-10kg,H5,Fell,22.98333,76.05
Gujba,20th Century,1984.0,CBa,Africa,Nigeria,50369.99999999971,>10kg,CARBONACEOUS,Fell,11.49167,11.65833
Gumoschnik,20th Century,1904.0,H5,Europe,Bulgaria,5700.0,1-10kg,H5,Fell,42.9,24.7
Gurram Konda,19th Century,1814.0,L6,Asia,India,28.0,10-100g,L6,Fell,13.78333,78.56667
Gursum,20th Century,1981.0,H4/5,Africa,Ethiopia,34650.0,>10kg,H4,Fell,9.36667,42.41667
Gütersloh,19th Century,1851.0,H3/4,Europe,Germany,1000.0,100-1kg,H3,Fell,51.91667,8.38333
Gyokukei,20th Century,1930.0,OC,Asia,South Korea,1320.0,1-10kg,OTHER,Fell,35.0,127.5
Hachi-oji,19th Century,1817.0,H?,Asia,Japan,0.2,<1g,OTHER,Fell,35.65,139.33333
Hainaut,20th Century,1934.0,H3-6,Europe,Belgium,9000.0,1-10kg,H3,Fell,50.31667,3.73333
Hallingeberg,20th Century,1944.0,L3.4,Europe,Sweden,1456.0,1-10kg,L3,Fell,57.81667,16.23333
Hamlet,20th Century,1959.0,LL4,North America,United States of America,3710.0,1-10kg,L4,Fell,41.38333,-86.6
Haraiya,19th Century,1878.0,Eucrite-mmict,Asia,India,1000.0,100-1kg,ACHONDRITE,Fell,26.8,82.53333
Haripura,20th Century,1921.0,CM2,Asia,India,315.0,100-1kg,CARBONACEOUS,Fell,28.38333,75.78333
Harleton,20th Century,1961.0,L6,North America,United States of America,8360.0,1-10kg,L6,Fell,32.675,-94.51167
Harrison County,19th Century,1859.0,L6,North America,United States of America,680.0,100-1kg,L6,Fell,38.25,-86.16667
Hashima,20th Century,1910.0,H4,Asia,Japan,1110.6,1-10kg,H4,Fell,35.2945,136.70033
Hassi-Jekna,19th Century,1890.0,"Iron, IAB-sHL",Africa,Algeria,1250.0,1-10kg,IRON,Fell,28.95,0.81667
Hatford,Ancient,1628.0,Stone-uncl,Europe,United Kingdom,29000.0,>10kg,OTHER,Fell,51.65,-1.51667
Hedeskoga,20th Century,1922.0,H5,Europe,Sweden,3500.0,1-10kg,H5,Fell,55.46667,13.78333
Heredia,19th Century,1857.0,H5,North America,Costa Rica,1000.0,100-1kg,H5,Fell,10.0,-84.1
Hessle,19th Century,1869.0,H5,Europe,Sweden,20000.0,>10kg,H5,Fell,59.85,17.66667
Higashi-koen,19th Century,1897.0,H5,Asia,Japan,750.0,100-1kg,H5,Fell,33.6,130.43333
High Possil,19th Century,1804.0,L6,Europe,United Kingdom,4500.0,1-10kg,L6,Fell,55.9,-4.23333
Hiroshima,21st Century,2003.0,H5,Asia,Japan,414.0,100-1kg,H5,Fell,34.45,132.38333
Hoima,21st Century,2003.0,H6,Africa,Uganda,167.7,100-1kg,H6,Fell,1.345,31.47278
Hökmark,20th Century,1954.0,L4,Europe,Sweden,305.5,100-1kg,L4,Fell,64.43333,21.2
Holbrook,20th Century,1912.0,L/LL6,North America,United States of America,50369.99999999971,>10kg,L6,Fell,34.9,-110.18333
Holetta,20th Century,1923.0,Stone-uncl,Africa,Ethiopia,1415.0,1-10kg,OTHER,Fell,9.06667,38.41667
Homestead,19th Century,1875.0,L5,North America,United States of America,50369.99999999971,>10kg,L5,Fell,41.8,-91.86667
Honolulu,19th Century,1825.0,L5,North America,United States of America,2420.0,1-10kg,L5,Fell,21.3,-157.86667
Hotse,20th Century,1956.0,L6,Asia,China,180.0,100-1kg,L6,Fell,35.66667,115.5
Hoxie,20th Century,1963.0,OC,North America,United States of America,266.1,100-1kg,OTHER,Fell,39.35,-100.45
Hraschina,Ancient,1751.0,"Iron, IID",Europe,Croatia,49000.0,>10kg,IRON,Fell,46.1,16.33333
Huaxi,21st Century,2010.0,H5,Asia,China,1600.0,1-10kg,H5,Fell,26.46469,106.63241
Hungen,19th Century,1877.0,H6,Europe,Germany,112.0,100-1kg,H6,Fell,50.3,8.91667
Hvittis,20th Century,1901.0,EL6,Europe,Finland,14000.0,>10kg,L6,Fell,61.18333,22.68333
Ibbenbüren,19th Century,1870.0,Diogenite,Europe,Germany,2000.0,1-10kg,ACHONDRITE,Fell,52.28333,7.7
Ibitira,20th Century,1957.0,Eucrite-mmict,South America,Brazil,2500.0,1-10kg,ACHONDRITE,Fell,-20.0,-45.0
Ibrisim,20th Century,1949.0,OC,Asia,Turkey,32.6,10-100g,OTHER,Fell,38.0,35.0
Ichkala,20th Century,1936.0,H6,Europe,Russia,3973.0,1-10kg,H6,Fell,58.2,82.93333
Idutywa,20th Century,1956.0,H5,Africa,South Africa,3457.0,1-10kg,H5,Fell,-32.1,28.33333
Iguaracu,20th Century,1977.0,H5,South America,Brazil,1200.0,1-10kg,H5,Fell,-23.2,-51.83333
Ijopega,20th Century,1975.0,H6,Oceania,Papua New Guinea,7330.0,1-10kg,H6,Fell,-6.03333,145.36667
Indarch,19th Century,1891.0,EH4,Asia,Azerbaijan,27000.0,>10kg,H4,Fell,39.75,46.66667
Independence,20th Century,1917.0,L6,North America,United States of America,880.0,100-1kg,L6,Fell,39.08333,-94.4
Inner Mongolia,20th Century,1963.0,L6,Asia,China,3000.0,1-10kg,L6,Fell,41.0,112.0
Innisfree,20th Century,1977.0,L5,North America,Canada,4576.0,1-10kg,L5,Fell,53.415,-111.3375
Ipiranga,20th Century,1972.0,H6,South America,Brazil,7000.0,1-10kg,H6,Fell,-25.5,-54.5
Ishinga,20th Century,1954.0,H,Africa,United Republic of Tanzania,1300.0,1-10kg,OTHER,Fell,-8.93333,33.8
Isthilart,20th Century,1928.0,H5,South America,Argentina,3050.0,1-10kg,H5,Fell,-31.18333,-57.95
Itapicuru-Mirim,19th Century,1879.0,H5,South America,Brazil,2024.0,1-10kg,H5,Fell,-3.4,-44.33333
Itqiy,20th Century,1990.0,EH7-an,Africa,Morocco,4720.0,1-10kg,OTHER,Fell,26.59083,-12.95217
Ivuna,20th Century,1938.0,CI1,Africa,United Republic of Tanzania,704.5,100-1kg,CARBONACEOUS,Fell,-8.41667,32.43333
Jackalsfontein,20th Century,1903.0,L6,Africa,South Africa,48000.0,>10kg,L6,Fell,-32.5,21.9
Jajh deh Kot Lalu,20th Century,1926.0,EL6,Asia,Pakistan,973.0,100-1kg,L6,Fell,26.75,68.41667
Jalandhar,Ancient,1621.0,Iron,Asia,India,1967.0,1-10kg,IRON,Fell,31.0,75.0
Jamkheir,19th Century,1866.0,H6,Asia,India,22.0,10-100g,H6,Fell,18.75,75.33333
Jartai,20th Century,1979.0,L6,Asia,China,20500.0,>10kg,L6,Fell,39.7,105.8
Jelica,19th Century,1889.0,LL6,Europe,Republic of Serbia,34000.0,>10kg,L6,Fell,43.83333,20.44167
Jesenice,21st Century,2009.0,L6,Europe,Slovenia,3667.0,1-10kg,L6,Fell,46.42137,14.05217
Jhung,19th Century,1873.0,L5,Asia,Pakistan,5900.0,1-10kg,L5,Fell,31.3,72.38333
Jiange,20th Century,1964.0,H5,Asia,China,222.0,100-1kg,H5,Fell,31.91667,104.91667
Jianshi,19th Century,1890.0,"Iron, IIIAB",Asia,China,50369.99999999971,>10kg,IRON,Fell,30.80833,109.5
Jilin,20th Century,1976.0,H5,Asia,China,50369.99999999971,>10kg,H5,Fell,44.05,126.16667
Jodiya,21st Century,2006.0,L5,Asia,India,100.0,10-100g,L5,Fell,22.68,70.31333
Jodzie,19th Century,1877.0,Howardite,Europe,Lithuania,30.0,10-100g,OTHER,Fell,55.7,24.4
Johnstown,20th Century,1924.0,Diogenite,North America,United States of America,40300.0,>10kg,ACHONDRITE,Fell,40.35,-104.9
Jolomba,20th Century,1974.0,LL6,Africa,Angola,483.0,100-1kg,L6,Fell,-11.85,15.83333
Jonzac,19th Century,1819.0,Eucrite-mmict,Europe,France,5000.0,1-10kg,ACHONDRITE,Fell,45.43333,-0.45
Juancheng,20th Century,1997.0,H5,Asia,China,50369.99999999971,>10kg,H5,Fell,35.5,115.41667
Judesegeri,19th Century,1876.0,H6,Asia,India,680.0,100-1kg,H6,Fell,12.85,76.8
Jumapalo,20th Century,1984.0,L6,Asia,Indonesia,32490.0,>10kg,L6,Fell,-7.71667,111.2
Junan,20th Century,1976.0,L6,Asia,China,950.0,100-1kg,L6,Fell,35.2,118.8
Juromenha,20th Century,1968.0,"Iron, IIIAB",Europe,Portugal,25250.0,>10kg,IRON,Fell,38.74028,-7.27
Juvinas,19th Century,1821.0,Eucrite-mmict,Europe,France,50369.99999999971,>10kg,ACHONDRITE,Fell,44.71667,4.3
Kaba,19th Century,1857.0,CV3,Europe,Hungary,3000.0,1-10kg,CARBONACEOUS,Fell,47.35,21.3
Kabo,20th Century,1971.0,H4,Africa,Nigeria,13400.0,>10kg,H4,Fell,11.85,8.21667
Kadonah,19th Century,1822.0,H6,Asia,India,89.0,10-100g,H6,Fell,27.08333,78.33333
Kaee,19th Century,1838.0,H5,Asia,India,230.0,100-1kg,H5,Fell,27.25,79.96667
Kagarlyk,20th Century,1908.0,L6,Europe,Ukraine,1900.0,1-10kg,L6,Fell,49.86667,30.83333
Kaidun,20th Century,1980.0,CR2,Asia,Yemen,2000.0,1-10kg,CARBONACEOUS,Fell,15.0,48.3
Kainsaz,20th Century,1937.0,CO3.2,Europe,Russia,50369.99999999971,>10kg,CARBONACEOUS,Fell,55.43333,53.25
Kakangari,19th Century,1890.0,K3,Asia,India,350.0,100-1kg,OTHER,Fell,12.38333,78.51667
Kakowa,19th Century,1858.0,L6,Europe,Romania,577.0,100-1kg,L6,Fell,45.13333,21.66667
Kalaba,20th Century,1951.0,H4,Africa,Democratic Republic of the Congo,950.0,100-1kg,H4,Fell,-6.83333,29.5
Kalumbi,19th Century,1879.0,L6,Asia,India,4500.0,1-10kg,L6,Fell,17.83333,73.98333
Kamalpur,20th Century,1942.0,L6,Asia,India,2770.0,1-10kg,L6,Fell,26.03333,81.46667
Kamiomi,20th Century,1913.0,H5,Asia,Japan,448.0,100-1kg,H5,Fell,36.04167,139.95667
Kamsagar,20th Century,1902.0,L6,Asia,India,1293.0,1-10kg,L6,Fell,14.18333,75.8
Kandahar (Afghanistan),20th Century,1959.0,L6,Asia,Afghanistan,299.0,100-1kg,L6,Fell,31.6,65.78333
Kangra Valley,19th Century,1897.0,H5,Asia,India,400.0,100-1kg,H5,Fell,32.08333,76.3
Kapoeta,20th Century,1942.0,Howardite,Africa,South Sudan,11355.0,>10kg,OTHER,Fell,4.7,33.63333
Kaprada,21st Century,2004.0,L5/6,Asia,India,1600.0,1-10kg,L5,Fell,20.33916,73.22329
Kaptal-Aryk,20th Century,1937.0,L6,Asia,Kyrgyzstan,3500.0,1-10kg,L6,Fell,42.45,73.36667
Karakol,19th Century,1840.0,LL6,Asia,Kazakhstan,3000.0,1-10kg,L6,Fell,47.21667,81.01667
Karatu,20th Century,1963.0,LL6,Africa,United Republic of Tanzania,2220.0,1-10kg,L6,Fell,-3.5,35.58333
Karewar,20th Century,1949.0,L6,Africa,Nigeria,180.0,100-1kg,L6,Fell,12.9,7.15
Karkh,20th Century,1905.0,L6,Asia,Pakistan,22000.0,>10kg,L6,Fell,27.8,67.16667
Karloowala,20th Century,1955.0,L6,Asia,Pakistan,2950.0,1-10kg,L6,Fell,31.58333,71.6
Karoonda,20th Century,1930.0,CK4,Oceania,Australia,41730.0,>10kg,CARBONACEOUS,Fell,-35.08333,139.91667
Kasamatsu,20th Century,1938.0,H,Asia,Japan,710.0,100-1kg,OTHER,Fell,35.36667,136.76667
Kasauli,21st Century,2003.0,H4,Asia,India,16820.0,>10kg,H4,Fell,29.58333,77.58333
Katagum,20th Century,1999.0,L6,Africa,Nigeria,1500.0,1-10kg,L6,Fell,11.33333,10.08333
Kavarpura,21st Century,2006.0,"Iron, IIE-an",Asia,India,6800.0,1-10kg,IRON,Fell,25.14333,75.81333
Kayakent,20th Century,1961.0,"Iron, IIIAB",Asia,Turkey,50369.99999999971,>10kg,IRON,Fell,39.26333,31.78
Kediri,20th Century,1940.0,L4,Asia,Indonesia,3300.0,1-10kg,L4,Fell,-7.75,112.01667
Kemer,21st Century,2008.0,L4,Asia,Turkey,5760.0,1-10kg,L4,Fell,36.54194,29.41822
Kendleton,20th Century,1939.0,L4,North America,United States of America,6937.0,1-10kg,L4,Fell,29.45,-96.0
Kendrapara,21st Century,2003.0,H4-5,Asia,India,6669.2,1-10kg,H4,Fell,20.4625,86.70278
Kerilis,19th Century,1874.0,H5,Europe,France,5000.0,1-10kg,H5,Fell,48.4,-3.3
Kernouve,19th Century,1869.0,H6,Europe,France,50369.99999999971,>10kg,H6,Fell,48.11667,-3.08333
Kesen,19th Century,1850.0,H4,Asia,Japan,50369.99999999971,>10kg,H4,Fell,38.98333,141.61667
Khairpur,19th Century,1873.0,EL6,Asia,Pakistan,13600.0,>10kg,L6,Fell,29.53333,72.3
Khanpur,20th Century,1932.0,LL5,Asia,India,3698.0,1-10kg,L5,Fell,25.55,83.11667
Kharkov,Ancient,1787.0,L6,Europe,Ukraine,1500.0,1-10kg,L6,Fell,50.625,35.075
Kheragur,19th Century,1860.0,L6,Asia,India,450.0,100-1kg,L6,Fell,26.95,77.88333
Khetri,19th Century,1867.0,H6,Asia,India,100.0,10-100g,H6,Fell,28.01667,75.81667
Khmelevka,20th Century,1929.0,L5,Europe,Russia,6109.0,1-10kg,L5,Fell,56.75,75.33333
Khohar,20th Century,1910.0,L3.6,Asia,India,9700.0,1-10kg,L3,Fell,25.1,81.53333
Khor Temiki,20th Century,1932.0,Aubrite,Africa,Sudan,3200.0,1-10kg,ACHONDRITE,Fell,16.0,36.0
Kidairat,20th Century,1983.0,H6,Africa,Sudan,50369.99999999971,>10kg,H6,Fell,14.0,28.0
Kiel,20th Century,1962.0,L6,Europe,Germany,737.6,100-1kg,L6,Fell,54.4,10.15
Kiffa,20th Century,1970.0,H5,Africa,Mauritania,1500.0,1-10kg,H5,Fell,16.58333,-11.33333
Kijima (1906),20th Century,1906.0,Stone-uncl,Asia,Japan,331.0,100-1kg,OTHER,Fell,36.85,138.38333
Kikino,19th Century,1809.0,H6,Europe,Russia,195.0,100-1kg,H6,Fell,55.0,34.0
Kilabo,21st Century,2002.0,LL6,Africa,Nigeria,19000.0,>10kg,L6,Fell,12.76667,9.8
Kilbourn,20th Century,1911.0,H5,North America,United States of America,772.0,100-1kg,H5,Fell,43.58333,-89.6
Killeter,19th Century,1844.0,H6,Europe,Ireland,140.0,100-1kg,H6,Fell,54.66667,-7.66667
Kingai,20th Century,1967.0,H6,Africa,Sudan,67.4,10-100g,H6,Fell,11.63333,24.68333
Kirbyville,20th Century,1906.0,Eucrite-mmict,North America,United States of America,97.7,10-100g,ACHONDRITE,Fell,30.75,-95.95
Kisvarsány,20th Century,1914.0,L6,Europe,Hungary,1550.0,1-10kg,L6,Fell,48.16667,22.30833
Kitchener,20th Century,1998.0,L6,North America,Canada,202.6,100-1kg,L6,Fell,43.38333,-80.38333
Klein-Wenden,19th Century,1843.0,H6,Europe,Germany,3250.0,1-10kg,H6,Fell,51.6,10.8
Knyahinya,19th Century,1866.0,L/LL5,Europe,Ukraine,50369.99999999971,>10kg,L5,Fell,48.9,22.4
Kobe,20th Century,1999.0,CK4,Asia,Japan,136.0,100-1kg,CARBONACEOUS,Fell,34.73333,135.16667
Kokubunji,20th Century,1986.0,L6,Asia,Japan,11510.0,>10kg,L6,Fell,34.3,133.95
Komagome,20th Century,1926.0,Iron,Asia,Japan,238.0,100-1kg,IRON,Fell,35.73333,139.75
Konovo,20th Century,1931.0,LL5,Europe,Bulgaria,90.0,10-100g,L5,Fell,42.51667,26.16667
Košice,21st Century,2010.0,H5,Europe,Slovakia,4300.0,1-10kg,H5,Fell,48.76367,21.17633
Krähenberg,19th Century,1869.0,LL5,Europe,Germany,16500.0,>10kg,L5,Fell,49.32694,7.46472
Krasnoi-Ugol,19th Century,1829.0,L6,Europe,Russia,2440.0,1-10kg,L6,Fell,54.03333,40.9
Krasnyi Klyuch,20th Century,1946.0,H5,Europe,Russia,4000.0,1-10kg,H5,Fell,54.33333,56.08333
Krutikha,20th Century,1906.0,OC,Europe,Russia,845.2,100-1kg,OTHER,Fell,56.8,77.0
Krymka,20th Century,1946.0,LL3.2,Europe,Ukraine,50000.0,>10kg,L3,Fell,47.83333,30.76667
Kukschin,20th Century,1938.0,L6,Europe,Ukraine,2250.0,1-10kg,L6,Fell,51.15,31.7
Kulak,20th Century,1961.0,L5,Asia,Pakistan,453.6,100-1kg,L5,Fell,30.73111,66.80222
Kuleschovka,19th Century,1811.0,L6,Europe,Ukraine,6000.0,1-10kg,L6,Fell,50.75,33.5
